timestamp,open,high,low,close,volume
2024-11-29 13:00:00,96988.9,97142.5,96822.0,96887.0,3604.9
2024-11-29 13:30:00,96886.9,97328.9,96877.7,97280.0,3343.098
2024-11-29 14:00:00,97280.0,97334.7,96959.9,97307.0,2970.454
2024-11-29 14:30:00,97307.0,98144.4,97189.3,98082.0,11748.616
2024-11-29 15:00:00,98082.0,98713.3,97961.1,98163.9,16305.815
2024-11-29 15:30:00,98163.9,98500.0,97750.0,98076.2,11597.604
2024-11-29 16:00:00,98076.3,98431.4,97747.5,98250.9,7524.803
2024-11-29 16:30:00,98250.8,98514.9,97785.0,97841.3,8382.906
2024-11-29 17:00:00,97842.0,97873.3,97002.6,97099.9,9741.563
2024-11-29 17:30:00,97100.0,97437.5,97000.0,97028.1,5020.691
2024-11-29 18:00:00,97028.1,97343.1,96903.2,97307.6,4058.564
2024-11-29 18:30:00,97307.5,97418.6,97150.0,97233.4,2106.823
2024-11-29 19:00:00,97233.3,97248.1,96935.4,97149.3,2221.181
2024-11-29 19:30:00,97149.4,97492.5,97122.0,97380.0,2512.8
2024-11-29 20:00:00,97380.0,97532.0,97240.0,97531.9,1829.207
2024-11-29 20:30:00,97532.0,97687.4,97346.3,97358.8,2396.577
2024-11-29 21:00:00,97358.8,97485.0,97036.9,97262.5,2150.608
2024-11-29 21:30:00,97261.4,97445.4,97180.0,97440.0,1275.941
2024-11-29 22:00:00,97440.0,97477.0,97280.8,97384.1,1745.607
2024-11-29 22:30:00,97384.2,97547.8,97302.6,97348.0,1509.477
2024-11-29 23:00:00,97348.0,97413.6,97167.3,97318.8,1942.56
2024-11-29 23:30:00,97318.9,97557.5,97318.8,97516.3,1321.942
2024-11-30 00:00:00,97516.2,97522.1,97245.2,97311.1,1760.323
2024-11-30 00:30:00,97311.0,97334.2,96999.0,97023.1,3454.528
2024-11-30 01:00:00,97023.1,97023.1,96659.0,96766.5,4350.597
2024-11-30 01:30:00,96766.6,96912.7,96500.0,96500.1,4460.172
2024-11-30 02:00:00,96500.0,96700.0,96400.0,96625.3,4193.764
2024-11-30 02:30:00,96625.3,96774.1,96526.6,96671.2,2264.864
2024-11-30 03:00:00,96671.2,96761.0,96457.2,96517.1,1959.283
2024-11-30 03:30:00,96517.1,96737.8,96485.7,96708.1,1522.061
2024-11-30 04:00:00,96708.1,96811.9,96668.1,96668.1,1465.271
2024-11-30 04:30:00,96668.2,96756.8,96600.9,96744.9,941.732
2024-11-30 05:00:00,96744.9,96974.0,96744.9,96864.0,2130.008
2024-11-30 05:30:00,96864.0,97239.9,96750.0,97154.6,3424.748
2024-11-30 06:00:00,97154.5,97300.0,96816.5,96925.9,4748.081
2024-11-30 06:30:00,96925.9,97040.0,96648.5,96699.0,3523.094
2024-11-30 07:00:00,96699.0,96894.0,96599.8,96799.9,1937.925
2024-11-30 07:30:00,96799.9,96988.6,96781.8,96843.3,1314.963
2024-11-30 08:00:00,96843.3,97047.2,96757.7,97008.0,1536.993
2024-11-30 08:30:00,97008.1,97020.0,96827.7,97006.0,1394.24
2024-11-30 09:00:00,97005.9,97006.0,96719.8,96733.7,1367.596
2024-11-30 09:30:00,96733.6,96863.9,96666.6,96834.2,1192.993
2024-11-30 10:00:00,96834.3,96874.0,96508.2,96557.9,2146.814
2024-11-30 10:30:00,96558.0,96570.6,96170.0,96202.0,4846.624
2024-11-30 11:00:00,96202.0,96438.0,96150.0,96438.0,2545.727
2024-11-30 11:30:00,96437.9,96515.1,96303.8,96321.3,1866.453
2024-11-30 12:00:00,96321.3,96570.0,96300.0,96534.6,1348.496
2024-11-30 12:30:00,96534.7,96620.0,96503.4,96613.0,1183.235
2024-11-30 13:00:00,96613.0,96737.4,96576.0,96635.9,1275.149
2024-11-30 13:30:00,96635.8,96733.7,96455.6,96463.7,1358.634
2024-11-30 14:00:00,96463.6,96725.0,96349.2,96695.9,1695.305
2024-11-30 14:30:00,96695.8,96779.8,96460.0,96516.7,2208.707
2024-11-30 15:00:00,96516.7,96720.0,96460.0,96719.5,1638.627
