timestamp,open,high,low,close,volume
2025-05-22 03:30:00,110728.1,110850.0,110661.7,110850.0,813.212
2025-05-22 03:35:00,110849.9,110992.8,110674.2,110748.4,1251.784
2025-05-22 03:40:00,110748.4,111500.0,110748.3,111290.0,5016.358
2025-05-22 03:45:00,111290.4,111739.7,111290.4,111690.9,3746.474
2025-05-22 03:50:00,111691.0,111866.4,111515.9,111645.0,3935.008
2025-05-22 03:55:00,111645.0,111860.0,111636.0,111755.9,2564.226
2025-05-22 04:00:00,111755.9,111776.3,111456.0,111477.9,2264.108
2025-05-22 04:05:00,111478.0,111559.8,111362.3,111470.1,1959.448
2025-05-22 04:10:00,111470.1,111550.0,111281.1,111360.3,1031.796
2025-05-22 04:15:00,111360.3,111425.6,111211.0,111400.0,791.655
2025-05-22 04:20:00,111399.9,111472.8,111207.4,111230.1,786.341
2025-05-22 04:25:00,111230.1,111474.0,111204.7,111451.6,730.859
2025-05-22 04:30:00,111451.7,111557.5,111273.1,111372.8,929.794
2025-05-22 04:35:00,111372.8,111485.0,111356.0,111440.5,397.375
2025-05-22 04:40:00,111440.6,111697.5,111427.7,111697.5,786.583
2025-05-22 04:45:00,111697.5,111698.0,111560.0,111585.9,672.554
2025-05-22 04:50:00,111585.8,111585.9,111381.7,111441.0,511.263
2025-05-22 04:55:00,111441.0,111510.0,111388.0,111449.5,377.494
2025-05-22 05:00:00,111449.5,111497.0,111366.3,111481.2,455.92
2025-05-22 05:05:00,111481.2,111639.0,111216.7,111279.4,1131.117
2025-05-22 05:10:00,111279.4,111310.4,111161.7,111299.0,702.323
2025-05-22 05:15:00,111299.1,111449.2,111290.6,111353.3,471.62
2025-05-22 05:20:00,111353.4,111410.0,111290.0,111368.8,452.324
2025-05-22 05:25:00,111368.9,111454.8,111244.0,111415.0,707.725
2025-05-22 05:30:00,111415.1,111419.0,111275.7,111315.7,323.008
2025-05-22 05:35:00,111315.7,111430.7,111278.1,111425.3,561.357
2025-05-22 05:40:00,111425.4,111474.0,111280.0,111384.6,687.51
2025-05-22 05:45:00,111384.7,111451.6,111303.0,111381.4,1049.551
2025-05-22 05:50:00,111381.4,111472.8,111281.2,111307.8,1155.292
2025-05-22 05:55:00,111307.8,111308.1,110772.8,110843.0,5450.326
2025-05-22 06:00:00,110843.0,111147.6,110804.7,111105.9,1391.078
2025-05-22 06:05:00,111105.9,111107.2,110974.1,111002.7,674.69
2025-05-22 06:10:00,111002.7,111002.7,110872.6,110956.9,935.921
2025-05-22 06:15:00,110957.0,110984.1,110756.0,110893.2,2092.865
2025-05-22 06:20:00,110893.2,110954.5,110762.5,110954.5,544.758
2025-05-22 06:25:00,110954.4,110995.9,110626.4,110790.0,1926.043
2025-05-22 06:30:00,110790.1,110911.9,110608.2,110781.3,769.99
2025-05-22 06:35:00,110781.3,110864.6,110693.3,110720.0,472.605
2025-05-22 06:40:00,110719.9,110858.7,110700.0,110848.7,319.758
2025-05-22 06:45:00,110848.7,110927.6,110643.6,110652.5,1289.956
2025-05-22 06:50:00,110652.6,110713.7,110550.0,110604.1,1077.327
2025-05-22 06:55:00,110604.1,110604.2,110433.1,110576.7,1358.51
2025-05-22 07:00:00,110576.8,110612.9,110433.0,110604.4,994.533
2025-05-22 07:05:00,110604.4,110676.0,110510.0,110650.1,533.37
2025-05-22 07:10:00,110650.1,110764.8,110485.4,110764.8,913.131
2025-05-22 07:15:00,110764.8,111035.3,110676.0,110717.3,2242.051
2025-05-22 07:20:00,110717.2,110811.5,110622.3,110680.1,541.907
2025-05-22 07:25:00,110680.1,110776.6,110552.0,110686.7,670.656
2025-05-22 07:30:00,110686.6,110829.2,110607.0,110807.1,466.778
2025-05-22 07:35:00,110807.1,110987.2,110791.7,110835.6,766.714
2025-05-22 07:40:00,110835.7,111022.8,110800.8,110840.4,639.158
2025-05-22 07:45:00,110840.4,110925.7,110735.1,110917.1,559.062
2025-05-22 07:50:00,110917.0,111002.5,110837.8,110951.6,937.951
2025-05-22 07:55:00,110951.7,111100.0,110937.1,111005.8,1067.554
2025-05-22 08:00:00,111005.8,111097.9,110895.6,110940.7,840.896
2025-05-22 08:05:00,110940.7,111039.5,110915.2,110964.1,525.029
2025-05-22 08:10:00,110964.2,111000.0,110900.0,110954.5,380.955
2025-05-22 08:15:00,110954.5,111126.6,110954.4,111074.9,731.607
2025-05-22 08:20:00,111074.9,111074.9,110747.9,110781.2,1051.953
2025-05-22 08:25:00,110781.2,110903.4,110677.8,110770.5,1077.277
2025-05-22 08:30:00,110770.4,110785.6,110396.0,110422.7,2042.067
2025-05-22 08:35:00,110422.6,110614.2,110422.6,110566.7,630.31
2025-05-22 08:40:00,110566.6,110574.5,110447.0,110517.6,509.248
